ds,y,year,month,day,hour,dayofweek,dayofyear
2017-05-14 07:25:00,0.1,2017,5,14,7,6,134
2017-05-14 07:30:00,0.0,2017,5,14,7,6,134
2017-05-14 07:35:00,-0.1,2017,5,14,7,6,134
2017-05-14 07:40:00,-0.2,2017,5,14,7,6,134
2017-05-14 07:45:00,-0.3,2017,5,14,7,6,134
2017-05-14 07:50:00,-0.4,2017,5,14,7,6,134
2017-05-14 07:55:00,-0.5,2017,5,14,7,6,134
2017-05-14 08:00:00,-0.5,2017,5,14,8,6,134
2017-05-14 08:05:00,-0.6,2017,5,14,8,6,134
2017-05-14 08:10:00,-0.6,2017,5,14,8,6,134
2017-05-14 08:15:00,-0.5,2017,5,14,8,6,134
2017-05-14 08:20:00,-0.6,2017,5,14,8,6,134
2017-05-14 08:25:00,-0.5,2017,5,14,8,6,134
2017-05-14 08:30:00,-0.5,2017,5,14,8,6,134
2017-05-14 08:35:00,-0.5,2017,5,14,8,6,134
2017-05-14 08:40:00,-0.4,2017,5,14,8,6,134
2017-05-14 08:45:00,-0.4,2017,5,14,8,6,134
2017-05-14 08:50:00,-0.5,2017,5,14,8,6,134
2017-05-14 08:55:00,-0.6,2017,5,14,8,6,134
2017-05-14 09:00:00,-0.7,2017,5,14,9,6,134
2017-05-14 09:05:00,-0.7,2017,5,14,9,6,134
2017-05-14 09:10:00,-0.7,2017,5,14,9,6,134
2017-05-14 09:15:00,-0.6,2017,5,14,9,6,134
2017-05-14 09:20:00,-0.5,2017,5,14,9,6,134
2017-05-14 09:25:00,-0.5,2017,5,14,9,6,134
2017-05-14 09:30:00,-0.7,2017,5,14,9,6,134
2017-05-14 09:35:00,-0.8,2017,5,14,9,6,134
2017-05-14 09:40:00,-0.8,2017,5,14,9,6,134
2017-05-14 09:45:00,-0.7,2017,5,14,9,6,134
2017-05-14 09:50:00,-0.8,2017,5,14,9,6,134
2017-05-14 09:55:00,-0.9,2017,5,14,9,6,134
2017-05-14 10:00:00,-1.0,2017,5,14,10,6,134
2017-05-14 10:05:00,-1.1,2017,5,14,10,6,134
2017-05-14 10:10:00,-1.4,2017,5,14,10,6,134
2017-05-14 10:15:00,-1.5,2017,5,14,10,6,134
2017-05-14 10:20:00,-1.6,2017,5,14,10,6,134
2017-05-14 10:25:00,-1.7,2017,5,14,10,6,134
2017-05-14 10:30:00,-1.7,2017,5,14,10,6,134
2017-05-14 10:35:00,-1.7,2017,5,14,10,6,134
2017-05-14 10:40:00,-1.8,2017,5,14,10,6,134
2017-05-14 10:45:00,-1.9,2017,5,14,10,6,134
2017-05-14 10:50:00,-1.8,2017,5,14,10,6,134
2017-05-14 10:55:00,-1.8,2017,5,14,10,6,134
2017-05-14 11:00:00,-1.8,2017,5,14,11,6,134
2017-05-14 11:05:00,-1.8,2017,5,14,11,6,134
2017-05-14 11:10:00,-1.9,2017,5,14,11,6,134
2017-05-14 11:15:00,-1.9,2017,5,14,11,6,134
2017-05-14 11:20:00,-2.0,2017,5,14,11,6,134
2017-05-14 11:25:00,-2.1,2017,5,14,11,6,134
2017-05-14 11:30:00,-2.1,2017,5,14,11,6,134
2017-05-14 11:35:00,-2.1,2017,5,14,11,6,134
2017-05-14 11:40:00,-2.2,2017,5,14,11,6,134
2017-05-14 11:45:00,-2.1,2017,5,14,11,6,134
2017-05-14 11:50:00,-2.1,2017,5,14,11,6,134
2017-05-14 11:55:00,-2.2,2017,5,14,11,6,134
2017-05-14 12:00:00,-2.2,2017,5,14,12,6,134
2017-05-14 12:05:00,-2.2,2017,5,14,12,6,134
2017-05-14 12:10:00,-2.3,2017,5,14,12,6,134
2017-05-14 12:15:00,-2.3,2017,5,14,12,6,134
2017-05-14 12:20:00,-2.4,2017,5,14,12,6,134
2017-05-14 12:25:00,-2.5,2017,5,14,12,6,134
2017-05-14 12:30:00,-2.5,2017,5,14,12,6,134
2017-05-14 12:35:00,-2.5,2017,5,14,12,6,134
2017-05-14 12:40:00,-2.6,2017,5,14,12,6,134
2017-05-14 12:45:00,-2.7,2017,5,14,12,6,134
2017-05-14 12:50:00,-2.7,2017,5,14,12,6,134
2017-05-14 12:55:00,-2.7,2017,5,14,12,6,134
2017-05-14 13:00:00,-2.7,2017,5,14,13,6,134
2017-05-14 13:05:00,-2.6,2017,5,14,13,6,134
2017-05-14 13:10:00,-2.6,2017,5,14,13,6,134
2017-05-14 13:15:00,-2.6,2017,5,14,13,6,134
2017-05-14 13:20:00,-2.5,2017,5,14,13,6,134
2017-05-14 13:25:00,-2.2,2017,5,14,13,6,134
2017-05-14 13:30:00,-1.9,2017,5,14,13,6,134
2017-05-14 13:35:00,-1.7,2017,5,14,13,6,134
2017-05-14 13:40:00,-1.4,2017,5,14,13,6,134
2017-05-14 13:45:00,-1.2,2017,5,14,13,6,134
2017-05-14 13:50:00,-1.0,2017,5,14,13,6,134
2017-05-14 13:55:00,-0.8,2017,5,14,13,6,134
2017-05-14 14:00:00,-0.6,2017,5,14,14,6,134
2017-05-14 14:05:00,-0.3,2017,5,14,14,6,134
2017-05-14 14:10:00,-0.1,2017,5,14,14,6,134
2017-05-14 14:15:00,0.0,2017,5,14,14,6,134
2017-05-14 14:20:00,0.3,2017,5,14,14,6,134
2017-05-14 14:25:00,0.5,2017,5,14,14,6,134
2017-05-14 14:30:00,0.7,2017,5,14,14,6,134
2017-05-14 14:35:00,0.9,2017,5,14,14,6,134
2017-05-14 14:40:00,1.1,2017,5,14,14,6,134
2017-05-14 14:45:00,1.5,2017,5,14,14,6,134
2017-05-14 14:50:00,1.7,2017,5,14,14,6,134
2017-05-14 14:55:00,1.9,2017,5,14,14,6,134
2017-05-14 15:00:00,2.2,2017,5,14,15,6,134
2017-05-14 15:05:00,2.4,2017,5,14,15,6,134
2017-05-14 15:10:00,2.7,2017,5,14,15,6,134
2017-05-14 15:15:00,2.9,2017,5,14,15,6,134
2017-05-14 15:20:00,3.5,2017,5,14,15,6,134
2017-05-14 15:25:00,3.7,2017,5,14,15,6,134
2017-05-14 15:30:00,4.0,2017,5,14,15,6,134
2017-05-14 15:35:00,4.8,2017,5,14,15,6,134
2017-05-14 15:40:00,5.4,2017,5,14,15,6,134
2017-05-14 15:45:00,6.0,2017,5,14,15,6,134
2017-05-14 15:50:00,6.6,2017,5,14,15,6,134
2017-05-14 15:55:00,7.2,2017,5,14,15,6,134
2017-05-14 16:00:00,7.8,2017,5,14,16,6,134
2017-05-14 16:05:00,8.4,2017,5,14,16,6,134
2017-05-14 16:10:00,8.6,2017,5,14,16,6,134
2017-05-14 16:15:00,10.0,2017,5,14,16,6,134
2017-05-14 16:20:00,10.6,2017,5,14,16,6,134
2017-05-14 16:25:00,10.7,2017,5,14,16,6,134
2017-05-14 16:30:00,11.6,2017,5,14,16,6,134
2017-05-14 16:35:00,12.4,2017,5,14,16,6,134
2017-05-14 16:40:00,12.6,2017,5,14,16,6,134
2017-05-14 16:45:00,12.8,2017,5,14,16,6,134
2017-05-14 16:50:00,15.3,2017,5,14,16,6,134
2017-05-14 16:55:00,15.1,2017,5,14,16,6,134
2017-05-14 17:00:00,14.9,2017,5,14,17,6,134
2017-05-14 17:05:00,16.5,2017,5,14,17,6,134
2017-05-14 17:10:00,17.1,2017,5,14,17,6,134
2017-05-14 17:15:00,16.2,2017,5,14,17,6,134
2017-05-14 17:20:00,17.6,2017,5,14,17,6,134
2017-05-14 17:25:00,18.9,2017,5,14,17,6,134
2017-05-14 17:30:00,19.0,2017,5,14,17,6,134
2017-05-14 17:35:00,20.0,2017,5,14,17,6,134
2017-05-14 17:40:00,19.9,2017,5,14,17,6,134
2017-05-14 17:45:00,20.6,2017,5,14,17,6,134
2017-05-14 17:50:00,21.4,2017,5,14,17,6,134
2017-05-14 17:55:00,22.0,2017,5,14,17,6,134
2017-05-14 18:00:00,23.3,2017,5,14,18,6,134
2017-05-14 18:05:00,23.8,2017,5,14,18,6,134
2017-05-14 18:10:00,24.0,2017,5,14,18,6,134
2017-05-14 18:15:00,24.3,2017,5,14,18,6,134
2017-05-14 18:20:00,22.8,2017,5,14,18,6,134
2017-05-14 18:25:00,23.1,2017,5,14,18,6,134
2017-05-14 18:30:00,23.9,2017,5,14,18,6,134
2017-05-14 18:35:00,22.7,2017,5,14,18,6,134
2017-05-14 18:40:00,24.0,2017,5,14,18,6,134
2017-05-14 18:45:00,26.7,2017,5,14,18,6,134
2017-05-14 18:50:00,27.8,2017,5,14,18,6,134
2017-05-14 18:55:00,24.4,2017,5,14,18,6,134
2017-05-14 19:00:00,25.6,2017,5,14,19,6,134
2017-05-14 19:05:00,28.4,2017,5,14,19,6,134
2017-05-14 19:10:00,28.0,2017,5,14,19,6,134
2017-05-14 19:15:00,29.4,2017,5,14,19,6,134
2017-05-14 19:20:00,30.3,2017,5,14,19,6,134
2017-05-14 19:25:00,30.8,2017,5,14,19,6,134
2017-05-14 19:30:00,27.9,2017,5,14,19,6,134
2017-05-14 19:35:00,28.2,2017,5,14,19,6,134
2017-05-14 19:40:00,28.2,2017,5,14,19,6,134
2017-05-14 19:45:00,29.7,2017,5,14,19,6,134
2017-05-14 19:50:00,30.4,2017,5,14,19,6,134
2017-05-14 19:55:00,31.0,2017,5,14,19,6,134
2017-05-14 20:00:00,26.1,2017,5,14,20,6,134
2017-05-14 20:05:00,27.4,2017,5,14,20,6,134
2017-05-14 20:10:00,30.6,2017,5,14,20,6,134
2017-05-14 20:15:00,30.2,2017,5,14,20,6,134
2017-05-14 20:20:00,32.8,2017,5,14,20,6,134
2017-05-14 20:25:00,33.6,2017,5,14,20,6,134
2017-05-14 20:30:00,26.0,2017,5,14,20,6,134
2017-05-14 20:35:00,22.0,2017,5,14,20,6,134
2017-05-14 20:40:00,23.3,2017,5,14,20,6,134
2017-05-14 20:45:00,22.2,2017,5,14,20,6,134
2017-05-14 20:50:00,19.2,2017,5,14,20,6,134
2017-05-14 20:55:00,25.3,2017,5,14,20,6,134
2017-05-14 21:00:00,20.6,2017,5,14,21,6,134
2017-05-14 21:05:00,19.8,2017,5,14,21,6,134
2017-05-14 21:10:00,17.7,2017,5,14,21,6,134
2017-05-14 21:15:00,15.5,2017,5,14,21,6,134
2017-05-14 21:20:00,18.4,2017,5,14,21,6,134
2017-05-14 21:25:00,19.3,2017,5,14,21,6,134
2017-05-14 21:30:00,16.2,2017,5,14,21,6,134
2017-05-14 21:35:00,21.2,2017,5,14,21,6,134
2017-05-14 21:40:00,18.0,2017,5,14,21,6,134
2017-05-14 21:45:00,18.2,2017,5,14,21,6,134
2017-05-14 21:50:00,24.0,2017,5,14,21,6,134
2017-05-14 21:55:00,20.1,2017,5,14,21,6,134
2017-05-14 22:00:00,18.6,2017,5,14,22,6,134
2017-05-14 22:05:00,16.3,2017,5,14,22,6,134
2017-05-14 22:10:00,21.5,2017,5,14,22,6,134
2017-05-14 22:15:00,22.6,2017,5,14,22,6,134
2017-05-14 22:20:00,25.0,2017,5,14,22,6,134
2017-05-14 22:25:00,23.1,2017,5,14,22,6,134
2017-05-14 22:30:00,20.5,2017,5,14,22,6,134
2017-05-14 22:35:00,16.9,2017,5,14,22,6,134
2017-05-14 22:40:00,20.1,2017,5,14,22,6,134
2017-05-14 22:45:00,17.2,2017,5,14,22,6,134
2017-05-14 22:50:00,18.5,2017,5,14,22,6,134
2017-05-14 22:55:00,20.8,2017,5,14,22,6,134
2017-05-14 23:00:00,18.4,2017,5,14,23,6,134
2017-05-14 23:05:00,17.0,2017,5,14,23,6,134
2017-05-14 23:10:00,19.1,2017,5,14,23,6,134
2017-05-14 23:15:00,17.7,2017,5,14,23,6,134
2017-05-14 23:20:00,21.2,2017,5,14,23,6,134
2017-05-14 23:25:00,22.4,2017,5,14,23,6,134
2017-05-14 23:30:00,22.0,2017,5,14,23,6,134
2017-05-14 23:35:00,22.1,2017,5,14,23,6,134
2017-05-14 23:40:00,19.1,2017,5,14,23,6,134
2017-05-14 23:45:00,18.8,2017,5,14,23,6,134
2017-05-14 23:50:00,19.9,2017,5,14,23,6,134
2017-05-14 23:55:00,18.6,2017,5,14,23,6,134
2017-05-15 00:00:00,16.3,2017,5,15,0,0,135
2017-05-15 00:05:00,15.6,2017,5,15,0,0,135
2017-05-15 00:10:00,15.1,2017,5,15,0,0,135
2017-05-15 00:15:00,14.6,2017,5,15,0,0,135
2017-05-15 00:20:00,15.5,2017,5,15,0,0,135
2017-05-15 00:25:00,15.2,2017,5,15,0,0,135
2017-05-15 00:30:00,14.8,2017,5,15,0,0,135
2017-05-15 00:35:00,15.0,2017,5,15,0,0,135
2017-05-15 00:40:00,15.3,2017,5,15,0,0,135
2017-05-15 00:45:00,14.9,2017,5,15,0,0,135
2017-05-15 00:50:00,13.7,2017,5,15,0,0,135
2017-05-15 00:55:00,13.1,2017,5,15,0,0,135
2017-05-15 01:00:00,12.4,2017,5,15,1,0,135
2017-05-15 01:05:00,11.7,2017,5,15,1,0,135
2017-05-15 01:10:00,12.1,2017,5,15,1,0,135
2017-05-15 01:15:00,12.0,2017,5,15,1,0,135
2017-05-15 01:20:00,12.3,2017,5,15,1,0,135
2017-05-15 01:25:00,12.4,2017,5,15,1,0,135
2017-05-15 01:30:00,11.9,2017,5,15,1,0,135
2017-05-15 01:35:00,11.4,2017,5,15,1,0,135
2017-05-15 01:40:00,10.8,2017,5,15,1,0,135
2017-05-15 01:45:00,10.5,2017,5,15,1,0,135
2017-05-15 01:50:00,10.0,2017,5,15,1,0,135
2017-05-15 01:55:00,10.2,2017,5,15,1,0,135
2017-05-15 02:00:00,9.8,2017,5,15,2,0,135
2017-05-15 02:05:00,9.4,2017,5,15,2,0,135
2017-05-15 02:10:00,9.0,2017,5,15,2,0,135
2017-05-15 02:15:00,8.7,2017,5,15,2,0,135
2017-05-15 02:20:00,8.3,2017,5,15,2,0,135
2017-05-15 02:25:00,8.0,2017,5,15,2,0,135
2017-05-15 02:30:00,7.8,2017,5,15,2,0,135
2017-05-15 02:35:00,7.4,2017,5,15,2,0,135
2017-05-15 02:40:00,7.2,2017,5,15,2,0,135
2017-05-15 02:45:00,6.8,2017,5,15,2,0,135
2017-05-15 02:50:00,6.1,2017,5,15,2,0,135
2017-05-15 02:55:00,6.0,2017,5,15,2,0,135
2017-05-15 03:00:00,5.9,2017,5,15,3,0,135
2017-05-15 03:05:00,5.6,2017,5,15,3,0,135
2017-05-15 03:10:00,5.5,2017,5,15,3,0,135
2017-05-15 03:15:00,5.6,2017,5,15,3,0,135
2017-05-15 03:20:00,5.6,2017,5,15,3,0,135
2017-05-15 03:25:00,5.4,2017,5,15,3,0,135
2017-05-15 03:30:00,5.3,2017,5,15,3,0,135
2017-05-15 03:35:00,5.1,2017,5,15,3,0,135
2017-05-15 03:40:00,5.0,2017,5,15,3,0,135
2017-05-15 03:45:00,4.9,2017,5,15,3,0,135
2017-05-15 03:50:00,4.9,2017,5,15,3,0,135
2017-05-15 03:55:00,5.0,2017,5,15,3,0,135
2017-05-15 04:00:00,5.0,2017,5,15,4,0,135
2017-05-15 04:05:00,5.0,2017,5,15,4,0,135
2017-05-15 04:10:00,4.8,2017,5,15,4,0,135
2017-05-15 04:15:00,4.7,2017,5,15,4,0,135
2017-05-15 04:20:00,4.4,2017,5,15,4,0,135
2017-05-15 04:25:00,4.4,2017,5,15,4,0,135
2017-05-15 04:30:00,4.2,2017,5,15,4,0,135
2017-05-15 04:35:00,3.8,2017,5,15,4,0,135
2017-05-15 04:40:00,3.7,2017,5,15,4,0,135
2017-05-15 04:45:00,3.3,2017,5,15,4,0,135
2017-05-15 04:50:00,3.0,2017,5,15,4,0,135
2017-05-15 04:55:00,2.7,2017,5,15,4,0,135
2017-05-15 05:00:00,2.5,2017,5,15,5,0,135
2017-05-15 05:05:00,2.3,2017,5,15,5,0,135
2017-05-15 05:10:00,2.0,2017,5,15,5,0,135
2017-05-15 05:15:00,1.8,2017,5,15,5,0,135
2017-05-15 05:20:00,1.6,2017,5,15,5,0,135
2017-05-15 05:25:00,1.5,2017,5,15,5,0,135
2017-05-15 05:30:00,1.5,2017,5,15,5,0,135
2017-05-15 05:35:00,1.4,2017,5,15,5,0,135
2017-05-15 05:40:00,1.5,2017,5,15,5,0,135
2017-05-15 05:45:00,1.6,2017,5,15,5,0,135
2017-05-15 05:50:00,1.6,2017,5,15,5,0,135
2017-05-15 05:55:00,1.7,2017,5,15,5,0,135
2017-05-15 06:00:00,1.8,2017,5,15,6,0,135
2017-05-15 06:05:00,1.7,2017,5,15,6,0,135
2017-05-15 06:10:00,1.8,2017,5,15,6,0,135
2017-05-15 06:15:00,1.8,2017,5,15,6,0,135
2017-05-15 06:20:00,1.8,2017,5,15,6,0,135
2017-05-15 06:25:00,1.7,2017,5,15,6,0,135
2017-05-15 06:30:00,1.6,2017,5,15,6,0,135
2017-05-15 06:35:00,1.5,2017,5,15,6,0,135
2017-05-15 06:40:00,1.4,2017,5,15,6,0,135
2017-05-15 06:45:00,1.3,2017,5,15,6,0,135
2017-05-15 06:50:00,1.2,2017,5,15,6,0,135
2017-05-15 06:55:00,1.1,2017,5,15,6,0,135
2017-05-15 07:00:00,1.0,2017,5,15,7,0,135
2017-05-15 07:05:00,0.9,2017,5,15,7,0,135
2017-05-15 07:10:00,0.8,2017,5,15,7,0,135
2017-05-15 07:15:00,0.8,2017,5,15,7,0,135
2017-05-15 07:20:00,0.9,2017,5,15,7,0,135
2017-05-15 07:25:00,1.0,2017,5,15,7,0,135
2017-05-15 07:30:00,1.1,2017,5,15,7,0,135
2017-05-15 07:35:00,1.1,2017,5,15,7,0,135
2017-05-15 07:40:00,1.2,2017,5,15,7,0,135
2017-05-15 07:45:00,1.1,2017,5,15,7,0,135
2017-05-15 07:50:00,1.0,2017,5,15,7,0,135
2017-05-15 07:55:00,0.8,2017,5,15,7,0,135
2017-05-15 08:00:00,0.7,2017,5,15,8,0,135
2017-05-15 08:05:00,0.6,2017,5,15,8,0,135
2017-05-15 08:10:00,0.6,2017,5,15,8,0,135
2017-05-15 08:15:00,0.9,2017,5,15,8,0,135
2017-05-15 08:20:00,1.1,2017,5,15,8,0,135
2017-05-15 08:25:00,1.2,2017,5,15,8,0,135
2017-05-15 08:30:00,1.2,2017,5,15,8,0,135
2017-05-15 08:35:00,1.0,2017,5,15,8,0,135
2017-05-15 08:40:00,0.9,2017,5,15,8,0,135
2017-05-15 08:45:00,1.2,2017,5,15,8,0,135
2017-05-15 08:50:00,1.5,2017,5,15,8,0,135
2017-05-15 08:55:00,1.9,2017,5,15,8,0,135
2017-05-15 09:00:00,1.9,2017,5,15,9,0,135
2017-05-15 09:05:00,2.0,2017,5,15,9,0,135
2017-05-15 09:10:00,2.2,2017,5,15,9,0,135
2017-05-15 09:15:00,2.4,2017,5,15,9,0,135
2017-05-15 09:20:00,2.5,2017,5,15,9,0,135
2017-05-15 09:25:00,2.7,2017,5,15,9,0,135
2017-05-15 09:30:00,2.8,2017,5,15,9,0,135
2017-05-15 09:35:00,2.8,2017,5,15,9,0,135
2017-05-15 09:40:00,2.8,2017,5,15,9,0,135
2017-05-15 09:45:00,2.7,2017,5,15,9,0,135
2017-05-15 09:50:00,2.7,2017,5,15,9,0,135
2017-05-15 09:55:00,2.5,2017,5,15,9,0,135
2017-05-15 10:00:00,2.2,2017,5,15,10,0,135
2017-05-15 10:05:00,1.9,2017,5,15,10,0,135
2017-05-15 10:10:00,1.9,2017,5,15,10,0,135
2017-05-15 10:15:00,2.0,2017,5,15,10,0,135
2017-05-15 10:20:00,2.1,2017,5,15,10,0,135
2017-05-15 10:25:00,2.2,2017,5,15,10,0,135
2017-05-15 10:30:00,2.4,2017,5,15,10,0,135
2017-05-15 10:35:00,2.5,2017,5,15,10,0,135
2017-05-15 10:40:00,2.6,2017,5,15,10,0,135
2017-05-15 10:45:00,2.7,2017,5,15,10,0,135
2017-05-15 10:50:00,2.7,2017,5,15,10,0,135
2017-05-15 10:55:00,2.7,2017,5,15,10,0,135
2017-05-15 11:00:00,2.7,2017,5,15,11,0,135
2017-05-15 11:05:00,2.7,2017,5,15,11,0,135
2017-05-15 11:10:00,2.7,2017,5,15,11,0,135
2017-05-15 11:15:00,2.8,2017,5,15,11,0,135
2017-05-15 11:20:00,2.8,2017,5,15,11,0,135
2017-05-15 11:25:00,2.8,2017,5,15,11,0,135
2017-05-15 11:30:00,2.8,2017,5,15,11,0,135
2017-05-15 11:35:00,2.8,2017,5,15,11,0,135
2017-05-15 11:40:00,2.8,2017,5,15,11,0,135
2017-05-15 11:45:00,2.8,2017,5,15,11,0,135
2017-05-15 11:50:00,2.8,2017,5,15,11,0,135
2017-05-15 11:55:00,2.8,2017,5,15,11,0,135
2017-05-15 12:00:00,2.8,2017,5,15,12,0,135
2017-05-15 12:05:00,2.7,2017,5,15,12,0,135
2017-05-15 12:10:00,2.7,2017,5,15,12,0,135
2017-05-15 12:15:00,2.5,2017,5,15,12,0,135
2017-05-15 12:20:00,2.5,2017,5,15,12,0,135
2017-05-15 12:25:00,2.4,2017,5,15,12,0,135
2017-05-15 12:30:00,2.5,2017,5,15,12,0,135
2017-05-15 12:35:00,2.4,2017,5,15,12,0,135
2017-05-15 12:40:00,2.4,2017,5,15,12,0,135
2017-05-15 12:45:00,2.4,2017,5,15,12,0,135
2017-05-15 12:50:00,2.4,2017,5,15,12,0,135
2017-05-15 12:55:00,2.4,2017,5,15,12,0,135
2017-05-15 13:00:00,2.4,2017,5,15,13,0,135
2017-05-15 13:05:00,2.4,2017,5,15,13,0,135
2017-05-15 13:10:00,2.5,2017,5,15,13,0,135
2017-05-15 13:15:00,2.5,2017,5,15,13,0,135
2017-05-15 13:20:00,2.5,2017,5,15,13,0,135
2017-05-15 13:25:00,2.5,2017,5,15,13,0,135
2017-05-15 13:30:00,2.5,2017,5,15,13,0,135
2017-05-15 13:35:00,2.6,2017,5,15,13,0,135
2017-05-15 13:40:00,2.7,2017,5,15,13,0,135
2017-05-15 13:45:00,2.8,2017,5,15,13,0,135
2017-05-15 13:50:00,3.0,2017,5,15,13,0,135
2017-05-15 13:55:00,3.1,2017,5,15,13,0,135
2017-05-15 14:00:00,3.4,2017,5,15,14,0,135
2017-05-15 14:05:00,3.6,2017,5,15,14,0,135
2017-05-15 14:10:00,3.8,2017,5,15,14,0,135
2017-05-15 14:15:00,4.0,2017,5,15,14,0,135
2017-05-15 14:20:00,4.4,2017,5,15,14,0,135
2017-05-15 14:25:00,4.8,2017,5,15,14,0,135
2017-05-15 14:30:00,5.0,2017,5,15,14,0,135
2017-05-15 14:35:00,5.3,2017,5,15,14,0,135
2017-05-15 14:40:00,5.5,2017,5,15,14,0,135
2017-05-15 14:45:00,5.7,2017,5,15,14,0,135
2017-05-15 14:50:00,5.7,2017,5,15,14,0,135
2017-05-15 14:55:00,6.0,2017,5,15,14,0,135
2017-05-15 15:00:00,6.0,2017,5,15,15,0,135
2017-05-15 15:05:00,6.0,2017,5,15,15,0,135
2017-05-15 15:10:00,6.7,2017,5,15,15,0,135
2017-05-15 15:15:00,7.8,2017,5,15,15,0,135
2017-05-15 15:20:00,7.8,2017,5,15,15,0,135
2017-05-15 15:25:00,8.3,2017,5,15,15,0,135
2017-05-15 15:30:00,8.5,2017,5,15,15,0,135
2017-05-15 15:35:00,8.7,2017,5,15,15,0,135
2017-05-15 15:40:00,8.5,2017,5,15,15,0,135
2017-05-15 15:45:00,8.1,2017,5,15,15,0,135
2017-05-15 15:50:00,8.5,2017,5,15,15,0,135
2017-05-15 15:55:00,8.6,2017,5,15,15,0,135
2017-05-15 16:00:00,8.9,2017,5,15,16,0,135
2017-05-15 16:05:00,8.7,2017,5,15,16,0,135
2017-05-15 16:10:00,9.4,2017,5,15,16,0,135
2017-05-15 16:15:00,8.7,2017,5,15,16,0,135
2017-05-15 16:20:00,9.0,2017,5,15,16,0,135
2017-05-15 16:25:00,9.4,2017,5,15,16,0,135
2017-05-15 16:30:00,11.1,2017,5,15,16,0,135
2017-05-15 16:35:00,11.4,2017,5,15,16,0,135
2017-05-15 16:40:00,9.4,2017,5,15,16,0,135
2017-05-15 16:45:00,9.4,2017,5,15,16,0,135
2017-05-15 16:50:00,9.4,2017,5,15,16,0,135
2017-05-15 16:55:00,9.2,2017,5,15,16,0,135
2017-05-15 17:00:00,10.2,2017,5,15,17,0,135
2017-05-15 17:05:00,9.9,2017,5,15,17,0,135
2017-05-15 17:10:00,12.7,2017,5,15,17,0,135
2017-05-15 17:15:00,13.8,2017,5,15,17,0,135
2017-05-15 17:20:00,11.6,2017,5,15,17,0,135
2017-05-15 17:25:00,11.2,2017,5,15,17,0,135
2017-05-15 17:30:00,13.5,2017,5,15,17,0,135
2017-05-15 17:35:00,19.0,2017,5,15,17,0,135
2017-05-15 17:40:00,15.1,2017,5,15,17,0,135
2017-05-15 17:45:00,12.4,2017,5,15,17,0,135
2017-05-15 17:50:00,12.2,2017,5,15,17,0,135
2017-05-15 17:55:00,15.4,2017,5,15,17,0,135
2017-05-15 18:00:00,17.5,2017,5,15,18,0,135
2017-05-15 18:05:00,14.5,2017,5,15,18,0,135
2017-05-15 18:10:00,13.1,2017,5,15,18,0,135
2017-05-15 18:15:00,16.7,2017,5,15,18,0,135
2017-05-15 18:20:00,16.1,2017,5,15,18,0,135
2017-05-15 18:25:00,15.9,2017,5,15,18,0,135
2017-05-15 18:30:00,15.3,2017,5,15,18,0,135
2017-05-15 18:35:00,12.2,2017,5,15,18,0,135
2017-05-15 18:40:00,11.0,2017,5,15,18,0,135
2017-05-15 18:45:00,10.0,2017,5,15,18,0,135
2017-05-15 18:50:00,10.1,2017,5,15,18,0,135
2017-05-15 18:55:00,10.3,2017,5,15,18,0,135
2017-05-15 19:00:00,10.6,2017,5,15,19,0,135
2017-05-15 19:05:00,9.7,2017,5,15,19,0,135
2017-05-15 19:10:00,8.7,2017,5,15,19,0,135
2017-05-15 19:15:00,8.2,2017,5,15,19,0,135
2017-05-15 19:20:00,8.2,2017,5,15,19,0,135
2017-05-15 19:25:00,8.1,2017,5,15,19,0,135
2017-05-15 19:30:00,8.3,2017,5,15,19,0,135
2017-05-15 19:35:00,7.7,2017,5,15,19,0,135
2017-05-15 19:40:00,7.3,2017,5,15,19,0,135
2017-05-15 19:45:00,7.5,2017,5,15,19,0,135
2017-05-15 19:50:00,7.2,2017,5,15,19,0,135
2017-05-15 19:55:00,7.0,2017,5,15,19,0,135
2017-05-15 20:00:00,6.5,2017,5,15,20,0,135
2017-05-15 20:05:00,6.4,2017,5,15,20,0,135
2017-05-15 20:10:00,6.6,2017,5,15,20,0,135
2017-05-15 20:15:00,6.7,2017,5,15,20,0,135
2017-05-15 20:20:00,6.4,2017,5,15,20,0,135
2017-05-15 20:25:00,6.3,2017,5,15,20,0,135
2017-05-15 20:30:00,6.2,2017,5,15,20,0,135
2017-05-15 20:35:00,5.8,2017,5,15,20,0,135
2017-05-15 20:40:00,5.9,2017,5,15,20,0,135
2017-05-15 20:45:00,5.3,2017,5,15,20,0,135
2017-05-15 20:50:00,4.8,2017,5,15,20,0,135
2017-05-15 20:55:00,3.4,2017,5,15,20,0,135
2017-05-15 21:00:00,2.3,2017,5,15,21,0,135
2017-05-15 21:05:00,1.7,2017,5,15,21,0,135
2017-05-15 21:10:00,2.5,2017,5,15,21,0,135
2017-05-15 21:15:00,2.4,2017,5,15,21,0,135
2017-05-15 21:20:00,1.2,2017,5,15,21,0,135
2017-05-15 21:25:00,1.6,2017,5,15,21,0,135
2017-05-15 21:30:00,2.2,2017,5,15,21,0,135
2017-05-15 21:35:00,3.7,2017,5,15,21,0,135
2017-05-15 21:40:00,4.4,2017,5,15,21,0,135
2017-05-15 21:45:00,4.4,2017,5,15,21,0,135
2017-05-15 21:50:00,4.8,2017,5,15,21,0,135
2017-05-15 21:55:00,4.1,2017,5,15,21,0,135
